Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1303	Student	3	0	4817	18	28	19	48	4817	34655	90	0	9	1	0	5	1	384	9	49	2	28	2	17	0	
1305	Staff	5	0	10430	18	30	8	0	0	34739	0	0	10	1	0	5	1	384	7	47	2	28	1	16	0	
1306	Staff	5	0	12193	18	37	8	0	0	35140	0	0	9	1	0	5	1	384	2	49	3	29	0	17	0	
1307	Student	3	0	11486	18	43	8	0	0	35488	0	0	5	2	3	9	2	365	1	48	3	28	0	17	0	
1308	Student	3	0	5071	18	60	8	0	0	36418	0	0	7	1	0	3	1	354	3	54	3	31	2	18	0	
1309	Student	3	0	7875	18	51	8	0	0	35875	0	0	5	2	4	8	1	365	2	51	4	29	1	17	0	
1312	Visitor	1	0	5010	19	9	8	0	0	36947	0	0	6	2	3	9	2	365	3	55	4	31	2	18	0	
1316	Staff	5	0	7849	19	12	8	0	0	37064	0	0	5	2	4	8	1	365	2	56	4	32	2	18	0	
1318	Visitor	1	0	601	19	32	19	42	601	38179	25	0	10	1	1	4	1	384	2	59	4	32	4	19	0	
1319	Faculty	2	0	9062	19	37	8	0	0	38502	0	0	10	1	1	4	1	384	1	60	4	33	4	19	0	
1320	Student	3	0	6304	19	25	8	0	0	37766	0	0	6	2	3	9	1	365	1	61	6	32	4	19	0	
1321	Visitor	1	0	5008	19	46	8	0	0	39017	0	0	8	1	2	1	2	354	2	64	6	35	4	19	0	
1323	Student	3	0	5230	19	50	8	0	0	39182	0	0	8	1	1	2	2	354	2	65	6	36	4	19	0	
1325	Student	3	0	11507	19	53	8	0	0	39327	0	0	7	1	0	3	1	354	1	64	5	36	4	19	0	
1326	Student	3	0	12459	8	0	8	0	0	-3476	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1327	Staff	5	0	10415	19	60	8	0	0	39701	0	0	8	1	0	3	1	354	3	63	3	36	5	19	0	
1328	Student	3	0	14116	8	0	8	0	0	-3502	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1329	Student	3	0	6222	8	0	8	0	0	-3521	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1330	Student	3	0	4269	8	0	8	0	0	-3564	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1332	Staff	5	0	6452	8	0	8	0	0	-3588	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
932	Student	3	0	1796	8	18	8	48	1796	1086	34	0	5	2	11	1	1	365	5	97	15	52	8	22	0	
942	Student	3	0	965	8	36	8	52	965	2056	18	0	5	2	10	2	1	365	6	89	10	49	8	22	0	
968	Student	3	0	2315	8	0	8	0	0	-235	0	0	0	0	0	0	2	672	18	0	0	0	0	0	4	
970	Student	3	0	1709	8	0	8	0	0	-244	0	0	0	0	0	0	2	672	18	0	0	0	0	0	4	
