Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
954	Staff	5	0	2591	8	52	9	35	2591	2973	32	0	5	2	6	6	1	365	11	80	8	42	8	22	9	
992	Student	3	0	167	9	47	9	50	167	6088	3	0	11	3	3	1	2	654	12	61	2	30	7	22	9	
1005	Visitor	1	0	7745	8	0	8	0	0	-457	0	0	0	0	0	0	2	672	10	0	0	0	0	0	10	
987	Student	3	0	448	9	51	9	59	448	6321	8	0	11	3	3	1	1	654	12	61	2	30	7	22	10	
1003	Staff	5	0	14570	8	0	8	0	0	-443	0	0	0	0	0	0	2	672	12	0	0	0	0	0	10	
945	Visitor	1	0	4295	8	43	9	54	4295	2473	179	0	5	2	8	4	1	365	11	83	8	45	8	22	10	
1017	Staff	5	0	9873	8	0	8	0	0	-541	0	0	0	0	0	0	2	672	9	0	0	0	0	0	11	
1009	Student	3	0	12589	8	0	8	0	0	-501	0	0	0	0	0	0	2	672	8	0	0	0	0	0	11	
952	Staff	5	0	5122	8	48	10	13	5122	2753	64	0	7	1	1	2	1	354	11	80	7	43	8	22	12	
1020	Student	3	0	4784	8	0	8	0	0	-552	0	0	0	0	0	0	2	672	6	0	0	0	0	0	12	
1026	Visitor	1	0	4729	8	0	8	0	0	-617	0	0	0	0	0	0	2	672	5	0	0	0	0	0	13	
958	Staff	5	0	5024	8	58	10	22	5024	3305	63	0	9	1	1	4	1	384	13	75	5	40	8	22	14	
1021	Staff	5	0	1400	8	0	8	0	0	-577	0	0	0	0	0	0	2	672	6	0	0	0	0	0	14	
1029	Visitor	1	0	2126	8	0	8	0	0	-627	0	0	0	0	0	0	2	672	3	0	0	0	0	0	14	
943	Visitor	1	0	6220	8	40	10	23	6220	2299	259	0	5	2	8	4	1	365	8	86	10	46	8	22	14	
